,,,,,,,,
CONSEJO NACIONAL DE FIJACIÓN Y REVISIÓN DE PRECIOS DE MEDICAMENTOS DE USO Y CONSUMO HUMANO ,,,,,,,,
CONSOLIDADO DE PRECIOS TECHO ACTUALIZADO,,,,,,,,
,,,,,,,,
Resolución,Item,Sesión de Consejo,Principio Activo,Primer Nivel de Desagregación,Forma Farmacéutica,Concentración ,Presentación Comercial , Precio Techo (USD )  
Resolución 10 (Anexo A),1500,,PIRAZINAMIDA,SÓLIDO ORAL,SOR-01,500 mg,-,$0.2500
STFP-001-702-2021,,702,PIRFENIDONA,SÓLIDO ORAL,SOR-01,200 mg,-,$2.1000
STFP-001-735-2023,,735,PIRFENIDONA,SÓLIDO ORAL,SOR-01,267 mg,-,$8.6980
STFP-001-742-2024,,742,PIRFENIDONA,SÓLIDO ORAL,SOR-01,600 mg,-,$14.4000
STFP-005-718-2022,,718,PIRIDOSTIGMINA,SÓLIDO ORAL,SOR-01,60 mg,-,$0.4949
Resolución 10 (Anexo A),1501,,PIRIDOXINA (VITAMINA B6),SÓLIDO ORAL,SOR-01,100 mg,-,$0.1000
Resolución 16-2017,53,669,PIROXICAM,SÓLIDO ORAL,SOR-01 /SOR-03,20 mg,-,$0.1250
STFP-006-722-2022,,722,PLERIXAFOR,LÍQUIDO PARENTERAL,LPA-02,20 mg/ml,-,"$3,500.0000"
STFP-001-707-2021,,707,POLATUZUMAB VEDOTINA, SÓLIDO PARENTERAL  ,SPA-04,140 mg,-,"$5,858.8200"
STFP-012-709-2021,,709,POLATUZUMAB VEDOTINA, SÓLIDO PARENTERAL  ,SPA-04,30 mg,-,"$1,255.4600"
Medicamentos nuevos Consolidados,100,639,POLIDOCANOL ,LÍQUIDO PARENTERAL,LPA-02,30 mg/mL - (3%), -,$4.0000
Resolución 16-2017,156,671,POLIETILENGLICOL,SÓLIDO ORAL,SOR-06,3350,-,-
Resolución 10 (Anexo A),1505,,POLIETILENGLICOL (MACROGOL) EN COMBINACIONES,SÓLIDO ORAL,SOR-06,-,-,$0.0901
Resolución 16-2017,55,669,POLIMALTOSA FERRICA (HIERRO ELEMENTAL),LÍQUIDO ORAL,LOR-01,50 mg/ml, -,$0.3330
Resolución 10 (Anexo A),1507,,"POLIOMELITIS, INACTIVADO, VIRUS ENTERO TRIVALENTE",LÍQUIDO PARENTERAL,LPA-02,ND,-,$2.0200
STLM 56-670,,670,POMALIDOMIDA,SÓLIDO ORAL,SOR-01,1 mg,-,$593.1400
STLM 56-670,,670,POMALIDOMIDA,SÓLIDO ORAL,SOR-01,2 mg,-,$593.6200
STLM 56-670,,670,POMALIDOMIDA,SÓLIDO ORAL,SOR-01,3 mg,-,$594.1000
STLM 56-670,,670,POMALIDOMIDA,SÓLIDO ORAL,SOR-01,4 mg,-,$590.7600
STFP-019-684-2018,,684,PONATINIB,SÓLIDO ORAL,SOR-01 /SOR-03,15 mg, -,$25.6159
STFP-020-684-2018,,684,PONATINIB,SÓLIDO ORAL,SOR-01 /SOR-03,30 mg, -,$52.7837
STFP-022-684-2018,,684,PONATINIB,SÓLIDO ORAL,SOR-01 /SOR-03,45 mg, -,$51.8649
Resolución 10 (Anexo A),1508,,PRAMIPEXOL,SÓLIDO ORAL,SOR-01,1 mg,-,$1.2400
Resolución 10 (Anexo A),1509,,PRAMIPEXOL,SÓLIDO ORAL,SOR-01,"0,25 mg",-,$0.5200
STFP-010-738-2023,,738,PRAMIPEXOL,SÓLIDO ORAL,SOR-02,"3 mg (2,1 mg)",-,$3.2096
STFP-011-738-2023,,738,PRAMIPEXOL,SÓLIDO ORAL,SOR-02,"0,75 mg (0,52 mg)",-,$1.1935
STFP-012-738-2023,,738,PRAMIPEXOL,SÓLIDO ORAL,SOR-02,"0,3750 mg (0,26 mg)",-,$0.6836
STFP-013-738-2023,,738,PRAMIPEXOL,SÓLIDO ORAL,SOR-02,"1,5 mg (1,05 mg)",-,$2.2099
Medicamentos nuevos Consolidados,64,639,PRASUGREL ,SÓLIDO ORAL,SOR-01,5 mg,-,$1.5500
Medicamentos nuevos Consolidados,65,639,PRASUGREL ,SÓLIDO ORAL,SOR-01,10 mg,-,$1.6500
Resolución 10 (Anexo A),1510,,PREDNISOLONA,SÓLIDO ORAL,SOR-01,20 mg,-,$0.9800
Resolución 10 (Anexo A),1511,,PREDNISOLONA,SÓLIDO ORAL,SOR-01,5 mg,-,$0.1700
Resolución 10 (Anexo A),1512,,PREDNISOLONA,LÍQUIDO OFTÁLMICO,LOF-01,0.0012,5 ml,$5.4100
Resolución 10 (Anexo A),1513,,PREDNISOLONA,LÍQUIDO OFTÁLMICO,LOF-01,0.01,5 ml,$4.5900
Resolución 10 (Anexo A),1514,,PREDNISONA,SÓLIDO ORAL, SOR-01 ,20 mg,-,$0.5900
Resolución 10 (Anexo A),1515,,PREDNISONA,SÓLIDO ORAL, SOR-01 ,5 mg,-,$0.1800
STFP-014-703-2021,,703,PREDNISONA,LÍQUIDO ORAL,LOR-01,20 mg/5 ml,-,$0.8270
STFP-01-693-2020,,693,PREDNISONA, SÓLIDO ORAL , SOR-01 , 50 mg ,-,$0.3007
Resolución 10 (Anexo A),1516,,PREGABALINA,SÓLIDO ORAL, SOR-01 ,150 mg,-,$1.6000
Resolución 10 (Anexo A),1517,,PREGABALINA,SÓLIDO ORAL, SOR-01 ,25 mg,-,$0.6900
Resolución 10 (Anexo A),1518,,PREGABALINA,SÓLIDO ORAL, SOR-01 ,300 mg,-,$2.1600
Resolución 10 (Anexo A),1519,,PREGABALINA,SÓLIDO ORAL, SOR-01 ,75 mg,-,$0.8900
STFP-004-702-2021,,702,PREGABALINA,SÓLIDO ORAL,SOR-02,150 mg,-,$1.6000
STFP-01-693-2020,,693,PREGABALINA, SÓLIDO ORAL , SOR-01 , 50 mg ,-,$0.8440
Resolución 10 (Anexo A),1527,,PROGESTERONA,SÓLIDO ORAL,TABLETA,100 mg,-,$0.5200
Resolución 16-2017,57,669,PROGESTERONA MICRONIZADA,SÓLIDO ORAL,CÁPSULA BLANDA,100 mg,-,$0.6600
STFP-004-718-2022,,718,PROPAFENONA,SÓLIDO ORAL,SOR-01,300 mg,-,$1.2317
STFP-010-718-2022,,718,PROPAFENONA,SÓLIDO ORAL,SOR-01,150 mg,-,$0.9228
Resolución 10 (Anexo A),1528,,PROPOFOL,LÍQUIDO PARENTERAL,LPA-02,10 mg/ml,Ampolla/frasco,$0.6886
Resolución 10 (Anexo A),1530,,PROPOFOL,LÍQUIDO PARENTERAL,LPA-02,20 mg/ml,Ampolla/frasco,$1.1174
Resolución 10 (Anexo A),1529,,PROPOFOL,LÍQUIDO PARENTERAL,LPA-02,10 mg/ml,Jeringa prellenada,$1.9068
Resolución 10 (Anexo A),1531,,PROPOFOL,LÍQUIDO PARENTERAL,LPA-02,20 mg/ml,Jeringa prellenada,$2.5528
Resolución 10 (Anexo A),1532,,PROPRANOLOL,SÓLIDO ORAL,SOR-01,10 mg,-,$0.0500
Resolución 10 (Anexo A),1533,,PROPRANOLOL,SÓLIDO ORAL,SOR-01,40 mg,-,$0.0700
Resolución 10 (Anexo A),1534,,PROPRANOLOL,SÓLIDO ORAL,SOR-01,80 mg,-,$0.0500
Resolución 10 (Anexo A),1535,,PROTAMINA,LÍQUIDO PARENTERAL,LPA-02,10 mg/ml (1 000 UH/ml),-,$3.9100
Resolución 10 (Anexo A),1536,,PROXIMETACAINA (PROPACAINA),LÍQUIDO OFTÁLMICO,SOLUCIÓN OFTÁLMICA,0.5%,15 ml,$6.0100
Medicamentos nuevos Consolidados,66,648,QUETIAPINA,SÓLIDO ORAL,SOR-02,200 mg,-,$3.5800
Resolución 10 (Anexo A),1537,,QUETIAPINA,SÓLIDO ORAL,SOR-01,100 mg,-,$1.8900
Resolución 10 (Anexo A),1538,,QUETIAPINA,SÓLIDO ORAL,SOR-01,200 mg,-,$3.1900
Resolución 10 (Anexo A),1539,,QUETIAPINA,SÓLIDO ORAL,SOR-01,25 mg,-,$1.0100
Resolución 10 (Anexo A),1540,,QUETIAPINA,SÓLIDO ORAL,SOR-01,300 mg,-,$4.3000
Resolución 10 (Anexo A),1541,,QUETIAPINA,SÓLIDO ORAL,SOR-02,50 mg,-,$3.2400
STFP-003-762-2025,,762,QUETIAPINA,SÓLIDO ORAL,SOR-02,300 mg,-,$3.7746
Resolución 10 (Anexo A),1542,,QUINAPRIL,SÓLIDO ORAL,SOR-01,20 mg,-,$1.5400
Medicamentos nuevos Consolidados,67,655,RALTEGRAVIR,SÓLIDO ORAL,SOR-03,25 mg,-,$0.5300
Medicamentos nuevos Consolidados,68,655,RALTEGRAVIR,SÓLIDO ORAL,SOR-03,100 mg,-,$2.1000
Resolución 10 (Anexo A),1545,,RALTEGRAVIR,SÓLIDO ORAL,SOR-01,400 mg,-,$25.0800
STFP-001-773-2026,,773,RAMIPRIL,SÓLIDO ORAL,SOR-01,5 mg,-,$0.4800
STFP-002-773-2026,,773,RAMIPRIL,SÓLIDO ORAL,SOR-01,10 mg,-,$0.7497
STFP-01-693-2020,,693,RAMUCIRUMAB , LÍQUIDO PARENTERAL  , LPA-01 / LPA-02 / LPA-04 , 10 mg/ml ,  - ,$88.6010
Resolución 10 (Anexo A),1547,,RANIBIZUMAB,LÍQUIDO PARENTERAL,LPA-02,10 mg/ml,-,"$1,242.6100"
STFP-005-753-2024,,753,RASAGILINA,SÓLIDO ORAL,SOR-01,1 mg,-,$2.4130
STFP-008-738-2023,,738,RAVULIZUMAB,LÍQUIDO PARENTERAL,LPA-02,100 mg/ml,-,"$1,247.5562"
STFP-011-712-2022,,712,REGORAFENIB,SÓLIDO ORAL,SOR-01,40 mg,-,$92.3300
STFP-001-766-2025,,766,RELUGOLIX,SÓLIDO ORAL,SOR-01,120 mg,-,$16.4545
Resolución 10 (Anexo A),1554,,REMIFENTANILO,SÓLIDO PARENTERAL,SPA-04,2 mg,-,$11.7000
Resolución 10 (Anexo A),1555,,REMIFENTANILO,SÓLIDO PARENTERAL,SPA-04,5 mg,-,$13.6000
Resolución 10 (Anexo A),1556,,RETINOL (VITAMINA A),SÓLIDO ORAL,SOR-01,50 000 UI,-,$0.1100
STFP-02-687-2019,,687,RIBAVIRINA,SÓLIDO ORAL,SOR-01,200 mg,-,$1.6449
STFP-001-708-2021,,708,RIBOCICLIB,SÓLIDO ORAL,SOR-01,200 mg,-,$62.7255
Resolución 10 (Anexo A),1557,,RIFAMPICINA,SÓLIDO ORAL,SOR-01,300 mg,-,$0.3500
Resolución 10 (Anexo A),1559,,RIFAMPICINA,LÍQUIDO ORAL,LOR-01,100 mg/5 ml,-,$0.3583
Resolución 10 (Anexo A),1560,,RIFAMPICINA + ISONIAZIDA,SÓLIDO ORAL,SOR-01,150 + 75 mg,-,$0.2600
Resolución 10 (Anexo A),1561,,RIFAMPICINA + ISONIAZIDA,SÓLIDO ORAL,SOR-01,300 mg + 150 mg,-,$0.1400
Resolución 10 (Anexo A),1562,,RIFAMPICINA + PIRAZINAMIDA + ETAMBUTOL + ISONIAZIDA,SÓLIDO ORAL,SOR-01,165 mg + 75 mg + 400 mg + 275 mg,-,$0.3100
Resolución 10 (Anexo A),1563,,RIFAMPICINA + PIRAZINAMIDA + ISONIAZIDA,SÓLIDO ORAL,SOR-01,120 + 60 + 300 mg ,-,$0.3300
STFP-004-708-2021,,708,RISANKIZUMAB,LÍQUIDO PARENTERAL,LPA-02 / LPA-01 / LPA-04,"75 mg/0,83 ml",-,"$1,925.7259"
STFP-004-748-2024,,748,RISANKIZUMAB,LÍQUIDO PARENTERAL,LPA-02,150 mg/ml,-,"$1,996.8508"
STFP-002-698-2021,,698,RISDIPLAM,SÓLIDO ORAL,SOR-06,"0,75 mg/ml",-,$90.5372
Resolución 10 (Anexo A),1569,,RISPERIDONA,SÓLIDO ORAL,SOR-01,1 mg,-,$0.7300
Resolución 10 (Anexo A),1570,,RISPERIDONA,SÓLIDO ORAL,SOR-01,2 mg,-,$1.4400
Resolución 10 (Anexo A),1565,,RISPERIDONA,SÓLIDO PARENTERAL,SPA-04,25 mg,-,$136.6900
Resolución 10 (Anexo A),1566,,RISPERIDONA,SÓLIDO PARENTERAL,SPA-04,"37,5 mg",-,$186.4200
Resolución 16-2017,58,669,RISPERIDONA,SÓLIDO ORAL,SOR-01 /SOR-03,3 mg,-,$2.0100
Resolución 10 (Anexo A),1567,,RISPERIDONA,LÍQUIDO ORAL,LOR-01,1 mg/ml,20 ml,$16.7400
Resolución 10 (Anexo A),1568,,RISPERIDONA,LÍQUIDO ORAL,LOR-01,1 mg/ml,30 ml ,$14.8000
Resolución 10 (Anexo A),1571,,RITONAVIR,SÓLIDO ORAL,SOR-01,100 mg,-,$1.3400
Resolución 10 (Anexo A),1573,,RITUXIMAB,LÍQUIDO PARENTERAL,LPA-02,100 mg,-,$524.8800
Resolución 10 (Anexo A),1574,,RITUXIMAB,LÍQUIDO PARENTERAL,LPA-02,500 mg,-,"$2,085.8100"
STFP-003-698-2021,,698,RITUXIMAB,LÍQUIDO PARENTERAL,LPA-02,"1400 mg/11,7 ml",-,"$1,797.6115"
Resolución 10 (Anexo A),1575,,RIVAROXABAN,SÓLIDO ORAL,SOR-01,15 mg,-,$3.1900
Resolución 10 (Anexo A),1576,,RIVAROXABAN,SÓLIDO ORAL,SOR-01,20 mg,-,$3.1900
STFP-017-708-2021,,708,RIVAROXABAN,SÓLIDO ORAL,SOR-01,10 mg,-,$4.2123
Medicamentos nuevos Consolidados,70,641,RIVAROXABAN ,SÓLIDO ORAL,SOR-01,"2,5 mg",-,$1.5200
STFP-001-722-2022,,722,RIVASTIGMINA,LÍQUIDO ORAL,LOR-01,2 mg/ml,-,$0.7500
STFP-009-718-2022,,718,RIVASTIGMINA,SÓLIDO ORAL,SOR-01,"1,5 mg",-,$1.6769
Resolución 10 (Anexo A),1582,,"ROCURONIO, BROMURO",LÍQUIDO PARENTERAL,LPA-02,10 mg/ml,-,$2.2000
Resolución 10 (Anexo A),1586,,ROMIPLOSTIM,SÓLIDO PARENTERAL,SPA-04,250 mcg,-,"$1,078.7500"
Resolución 10 (Anexo A),1587,,ROSUVASTATINA,SÓLIDO ORAL, SOR-01 ,10 mg,-,$1.1700
Resolución 10 (Anexo A),1588,,ROSUVASTATINA,SÓLIDO ORAL, SOR-01 ,20 mg,-,$2.0500
Resolución 10 (Anexo A),1589,,ROSUVASTATINA,SÓLIDO ORAL, SOR-01 ,40 mg,-,$6.8300
STFP-01-693-2020,,693,ROSUVASTATINA, SÓLIDO ORAL , SOR-01 , 5 mg ,-,$0.4916
STFP-008-727-2023,,727,ROSUVASTATINA + EZETIMIBE,SÓLIDO ORAL,SOR-01,20 mg + 10 mg,-,$2.0500
STFP-003-768-2025,,768,ROSUVASTATINA + FENOFIBRATO ,SÓLIDO ORAL,SOR-01,20 mg + 135 mg,-,$1.5848
STFP-004-768-2025,,768,ROSUVASTATINA + FENOFIBRATO ,SÓLIDO ORAL,SOR-01,10 mg + 135 mg,-,$1.1000
Resolución 10 (Anexo A),1590,,ROTIGOTINA,SÓLIDO CUTÁNEO,PARCHE TRANSDERMICO,9 mg,-,$5.1400
Resolución 10 (Anexo A),1591,,ROTIGOTINA,SÓLIDO CUTÁNEO,PARCHE TRANSDERMICO,"13,5 mg",-,$5.7000
STFP-001-747-2024,,747,RUCAPARIB,SÓLIDO ORAL,SOR-01,200 mg,-,$46.6333
STFP-002-747-2024,,747,RUCAPARIB,SÓLIDO ORAL,SOR-01,300 mg,-,$53.3813
Resolución 10 (Anexo A),1592,,RUXOLITINIB,SÓLIDO ORAL,SOR-01,15 mg,-,$122.4600
Resolución 10 (Anexo A),1593,,RUXOLITINIB,SÓLIDO ORAL,SOR-01,20 mg,-,$126.0300
Resolución 10 (Anexo A),1594,,RUXOLITINIB,SÓLIDO ORAL,SOR-01,5 mg,-,$73.3700
STFP-021-684-2018,,684,RUXOLITINIB,SÓLIDO ORAL,SOR-01 /SOR-03,10 mg, -,$29.8311
STFP-06-679, -,679,SACUBITRILO + VALSARTÁN,SÓLIDO ORAL,SOR-01,"24,3 mg + 25,7 mg",-,$2.6300
STFP-06-679, -,679,SACUBITRILO + VALSARTÁN,SÓLIDO ORAL,SOR-01,"48,6 mg + 51,4 mg",-,$2.5853
STFP-06-679, -,679,SACUBITRILO + VALSARTÁN,SÓLIDO ORAL,SOR-01,"97,2 mg + 102,8 mg",-,$2.6300
STFP-001-774-2026,,774,SAFINAMIDA,SÓLIDO ORAL,SOR-01,50 mg,-,$1.4915
STFP-002-774-2026,,774,SAFINAMIDA,SÓLIDO ORAL,SOR-01,100 mg,-,$1.4915
Medicamentos nuevos Consolidados,101,655,SALBUTAMOL,LÍQUIDO PARA INHALACIÓN,LNA-01,1 mg/ml, -,$0.1160
Resolución 10 (Anexo A),1596,,SALBUTAMOL,LÍQUIDO PARA INHALACIÓN,LNA-02,"0,1 mg/DOSIS (100 mcg/DOSIS)", -,$0.0373
Resolución 16-2017,19,669,SALBUTAMOL,LÍQUIDO ORAL,LOR-01,2 mg/5 ml, -,$0.1046
Resolución 10 (Anexo A),1597,,SALBUTAMOL,LÍQUIDO PARA INHALACIÓN,LNA-01,25 mg/5 ml,10 ml,$7.7000
Resolución 10 (Anexo A),1598,,SALBUTAMOL,LÍQUIDO PARA INHALACIÓN,LNA-01,25 mg/5 ml,15 ml,$9.5100
STFP-09-689-2019,,689,SALBUTAMOL + BECLOMETASONA ,LÍQUIDO PARA INHALACIÓN,LNA-01,2 mg + 1 mg/ml, -,$0.8600
Resolución 10 (Anexo A),1599,,"SALES DE REHIDRATACIÓN ORAL: 
•GLUCOSA
•CLORURO DE SODIO
•CLORURO DE POTASIO
•CITRATO TRISÓDICO DIHIDRATO",SÓLIDO ORAL,SOR-06,"27,90 g",-,$0.6500
Resolución 10 (Anexo A),1600,,"SALES DE REHIDRATACIÓN ORAL: 
•GLUCOSA
•CLORURO DE SODIO
•CLORURO DE POTASIO
•CITRATO TRISÓDICO DIHIDRATO",SÓLIDO ORAL,SOR-06,"28,25 g",-,$0.7200
Resolución 10 (Anexo A),1601,,"SALES DE REHIDRATACIÓN ORAL: 
•GLUCOSA
•CLORURO DE SODIO
•CLORURO DE POTASIO
•CITRATO TRISÓDICO DIHIDRATO",SÓLIDO ORAL,SOR-06,"28,19 g",-,$0.7200
Resolución 10 (Anexo A),1602,,"SALES DE REHIDRATACIÓN ORAL: 
•GLUCOSA
•CLORURO DE SODIO
•CLORURO DE POTASIO
•CITRATO TRISÓDICO DIHIDRATO",SÓLIDO ORAL,SOR-06,"29,14 g",-,$0.7200
Resolución 10 (Anexo A),1603,,SAQUINAVIR,SÓLIDO ORAL,SOR-01,200 mg,-,$1.3400
Resolución 10 (Anexo A),1604,,SAQUINAVIR,SÓLIDO ORAL,SOR-01,500 mg,-,$2.2900
STFP-015-708-2021,,708,SECUKINUMAB,LÍQUIDO PARENTERAL,LPA-2,150 mg/ml,-,$387.9337
STFP-13-659,,659,SECUKINUMAB,SÓLIDO PARENTERAL,SPA-04,150 mg , -,$650.0000
Resolución 10 (Anexo A),1616,,SELEGILINA,SÓLIDO ORAL,SOR-01,5 mg,-,$0.5700
STFP-006-711-2022,,711,SELEXIPAG,SÓLIDO ORAL,SOR-01,200 mcg,-,$87.9666
STFP-007-711-2022,,711,SELEXIPAG,SÓLIDO ORAL,SOR-01,400 mcg,-,$87.9666
STFP-008-711-2022,,711,SELEXIPAG,SÓLIDO ORAL,SOR-01,600 mcg,-,$87.9666
STFP-009-711-2022,,711,SELEXIPAG,SÓLIDO ORAL,SOR-01,800 mcg,-,$87.9666
STFP-010-711-2022,,711,SELEXIPAG,SÓLIDO ORAL,SOR-01,1000 mcg,-,$87.9666
STFP-011-711-2022,,711,SELEXIPAG,SÓLIDO ORAL,SOR-01,1200 mcg,-,$87.9666
STFP-001-712-2022,,712,SEMAGLUTIDA,LÍQUIDO PARENTERAL,LPA-02,"1,34 mg/ml",-,$132.3400
STFP-003-770-2025,,770,SEMAGLUTIDA,SÓLIDO ORAL,SOR-01,3 mg,-,$4.3657
STFP-004-770-2025,,770,SEMAGLUTIDA,SÓLIDO ORAL,SOR-01,7 mg,-,$4.3657
STFP-005-770-2025,,770,SEMAGLUTIDA,SÓLIDO ORAL,SOR-01,14 mg,-,$4.3657
Resolución 10 (Anexo A),1618,,SERTRALINA,SÓLIDO ORAL,SOR-01,100 mg,-,$1.0800
Resolución 10 (Anexo A),1619,,SERTRALINA,SÓLIDO ORAL,SOR-01,50 mg,-,$0.8300
STFP-005-709-2021,,709,SERTRALINA,LÍQUIDO ORAL,(*),100 mg/5 ml (20 mg/ml),-,$1.8144
Medicamentos nuevos Consolidados,71,641,SEVELAMER,SÓLIDO ORAL,SOR-01,800 mg,-,$0.9800
Resolución 10 (Anexo A),1620,,SEVOFLURANO,LÍQUIDO PARA INHALACIÓN,LNA-01,1 mg/ml,-,$0.9159
Resolución 10 (Anexo A),1621,,SILDENAFIL,SÓLIDO ORAL,SOR-01,50 mg,-,$2.3400
STFP-009-705-2021,,705,SILDENAFIL,SÓLIDO ORAL,SOR-01,100 mg,-,$3.3313
STFP-005-746-2024,,746,SILDENAFIL,SÓLIDO ORAL,SOR-01,25 mg,-,$1.5378
STFP-002-778-2026,,778,SILDENAFIL,SÓLIDO ORAL,SOR-03,50 mg,-,$2.3131
Medicamentos nuevos Consolidados,72,641,SILODOSINA,SÓLIDO ORAL,SOR-01,4 mg,-,$1.0000
Resolución 10 (Anexo A),1623,,SIMVASTATINA,SÓLIDO ORAL,SOR-01,10 mg,-,$0.7700
Resolución 10 (Anexo A),1624,,SIMVASTATINA,SÓLIDO ORAL,SOR-01,80 mg,-,$0.8500
Resolución 10 (Anexo A),1625,,SIMVASTATINA,SÓLIDO ORAL,SOR-01,20 mg,-,$0.4500
Resolución 10 (Anexo A),1626,,SIMVASTATINA,SÓLIDO ORAL,SOR-01,40 mg,-,$0.5000
Resolución 10 (Anexo A),1627,,SIMVASTATINA + EZETIMIBA,SÓLIDO ORAL,SOR-01,20 mg + 10 mg,-,$1.7800
Resolución 10 (Anexo A),1628,,SIMVASTATINA + EZETIMIBA,SÓLIDO ORAL,SOR-01,10 mg + 40 mg,-,$2.8400
Resolución 10 (Anexo A),1629,,SIMVASTATINA + EZETIMIBA,SÓLIDO ORAL,SOR-01,10 mg + 10 mg,-,$1.3600
Resolución 10 (Anexo A),1630,,SIROLIMUS,SÓLIDO ORAL,SOR-01,1 mg,-,$7.0600
Medicamentos nuevos Consolidados,73,641,SITAGLIPTINA,SÓLIDO ORAL,SOR-01,25 mg,-,$1.8200
Medicamentos nuevos Consolidados,74,641,SITAGLIPTINA,SÓLIDO ORAL,SOR-01,50 mg,-,$1.8200
Resolución 10 (Anexo A),1632,,SITAGLIPTINA,SÓLIDO ORAL,SOR-01,100 mg,-,$1.8200
STFP-001-750-2024,,750,SITAGLIPTINA + METFORMINA,SÓLIDO ORAL,SOR-01,50 mg + 850 mg,-,$0.7400
STFP-002-750-2024,,750,SITAGLIPTINA + METFORMINA,SÓLIDO ORAL,SOR-01,50 mg + 500 mg,-,$0.7400
Medicamentos nuevos Consolidados,111,661,SITAGLIPTINA + METFORMINA,SÓLIDO ORAL,SOR-02,50 mg + 1000 mg,-,$1.3000
Medicamentos nuevos Consolidados,112,661,SITAGLIPTINA + METFORMINA,SÓLIDO ORAL,SOR-02,100 mg + 1000 mg,-,$2.0900
STFP-004-747-2024,,747,SITAGLIPTINA + METFORMINA,SÓLIDO ORAL,SOR-01,50 mg + 1000 mg,-,$0.8100
Resolución 10 (Anexo A),1633,,SOLUCIÓNES HIPERTÓNICAS DIÁLISIS PERITONEAL), LÍQUIDO PARENTERAL ,LPA-01,1.5%,-,$0.0015
Resolución 10 (Anexo A),1635,,SOLUCIÓNES HIPERTÓNICAS DIÁLISIS PERITONEAL), LÍQUIDO PARENTERAL ,LPA-01,2.5%,-,$0.0016
Resolución 10 (Anexo A),1637,,SOLUCIÓNES HIPERTÓNICAS DIÁLISIS PERITONEAL), LÍQUIDO PARENTERAL ,LPA-01,4.25%,-,$0.0015
Resolución 10 (Anexo A),1639,,SOMATOTROPINA,SÓLIDO PARENTERAL,SPA-04,8 mg (24UI),-,$246.4600
Resolución 10 (Anexo A),1640,,SOMATOTROPINA,SÓLIDO PARENTERAL,SPA-04,"5,3 mg (16 UI)",-,$104.2200
Resolución 10 (Anexo A),1641,,SOMATOTROPINA,LÍQUIDO PARENTERAL,LPA-02,"13,80 mg (36UI)",-,$233.4700
Resolución 10 (Anexo A),1642,,SOMATOTROPINA,LÍQUIDO PARENTERAL,LPA-02,5 mg (15 UI),-,$95.9100
Resolución 10 (Anexo A),1643,,SOMATOTROPINA,SÓLIDO PARENTERAL / LÍQUIDO PARENTERAL,SPA-04/LPA-02,"1,33 mg (4 UI)",-,$40.2100
STFP-001-763-2025,,763,SOMATROGÓN,LÍQUIDO PARENTERAL,LPA-02,"24 mg/1,2 ml","Pluma Precargada 1,2 ml",$191.7678
STFP-003-764-2025,,764,SOMATROGÓN ,LÍQUIDO PARENTERAL,LPA-02,"60 mg/1,2 ml","Pluma Precargada 1,2 ml",$478.3911
Medicamentos nuevos Consolidados,102,Extraordinaria N° 01,SOMATROPINA ,LÍQUIDO PARENTERAL,LPA-02,"5,83 mg/ml", -,$155.7100
Medicamentos nuevos Consolidados,103,Extraordinaria N° 01,SOMATROPINA ,LÍQUIDO PARENTERAL,LPA-02,8 mg/ml, -,$213.8400
Resolución 10 (Anexo A),1644,,SORAFENIB,SÓLIDO ORAL,SOR-01,200 mg,-,$60.7200
Resolución 10 (Anexo A),1645,,SUERO ANTIOFIDICO POLIVALENTE,LÍQUIDO PARENTERAL,LPA-02,ND,1 g,$71.5700
Resolución 10 (Anexo A),1646,,SUGAMMADEX,LÍQUIDO PARENTERAL,LPA-02,100 mg/ml,-,$63.5850
Resolución 10 (Anexo A),1650,,SULFADIAZINA DE PLATA,SEMISÓLIDO CUTÁNEO,SSC-01,1 % (1g/100g),-,$0.0985
STFP-012-684-2018,,684,SULFAMETOXAZOL + TRIMETROPINA,LÍQUIDO PARENTERAL,LPA-02,(80 mg + 16 mg)/ ml, -,$0.4598
Resolución 10 (Anexo A),1653,,SULFASALAZINA,SÓLIDO ORAL,SOR-01,500 mg,-,$0.1800
Resolución 10 (Anexo A),1654,,SULFATO DE MAGNESIO,LÍQUIDO PARENTERAL,LPA-02,20%,-,$0.4900
Medicamentos nuevos Consolidados,104,648,SULFATO DE ZINC,LÍQUIDO ORAL,LOR-01,4 mg/ml, -,$0.0330
STFP-013-689-2019,,693,SULFATO FERROSO EQUIVALENTE A HIERRO ELEMENTAL,LÍQUIDO ORAL,LOR-01,25 mg/ml, -,$0.1075
STFP-003-739-2024,,739,SULFATO FERROSO EQUIVALENTE A HIERRO ELEMENTAL,SÓLIDO ORAL,SOR-01,60 mg,-,$0.0300
STFP-004-736-2023,,736,SULFATO FERROSO HEPTAHIDRATADO (HIERRO ELEMENTAL),LÍQUIDO ORAL,LOR-01,40 mg/5 ml,-,$0.4375
Resolución 10 (Anexo A),1655,,SULINDACO,SÓLIDO ORAL,SOR-01,200 mg,-,$1.1300
Resolución 10 (Anexo A),1659,,SUNITINIB,SÓLIDO ORAL,SOR-01,"12,5 mg",-,$145.1200
Resolución 10 (Anexo A),1660,,SUNITINIB,SÓLIDO ORAL,SOR-01,25 mg,-,$178.2600
Resolución 10 (Anexo A),1661,,SUNITINIB,SÓLIDO ORAL,SOR-01,50 mg,-,$249.9300
Medicamentos nuevos Consolidados,105,647,SURFACTANTE PULMONAR BOVINO,LÍQUIDO PARENTERAL,LPA-04,27 mg/ml,-,$68.0000
